timestamp,mittente,mittente_interc,destinatario,destinatario_interc,durata,tipo
20246422,15,S,2,N,102,V
20246899,14,S,6,S,113,V
20246899,6,S,11,N,320,V
20247414,1,N,7,S,750,V
20247414,7,S,11,N,328,V
20247931,14,S,9,S,882,V
20248113,15,S,12,S,701,V
20248592,13,S,2,N,223,V
20248668,10,S,13,S,459,V
20249348,14,S,5,N,0,S
20249477,5,N,14,S,0,S
20249909,14,S,5,N,0,S
20250513,5,N,14,S,0,S
20251395,14,S,5,N,0,S
20249584,0,N,9,S,494,V
20250407,15,S,5,N,0,S
20250842,5,N,15,S,0,S
20250470,14,S,10,S,108,V
20251618,15,S,9,S,354,V
20252197,14,S,9,S,176,V
20252199,15,S,10,S,624,V
20253035,1,N,7,S,0,S
20253588,7,S,1,N,0,S
20254010,1,N,7,S,0,S
20252447,7,S,11,N,454,V
20252591,10,S,7,S,110,V
20252591,7,S,11,N,883,V
20252921,14,S,9,S,789,V
20253152,0,N,7,S,310,V
20253152,7,S,11,N,699,V
20253169,15,S,12,S,99,V
20253305,12,S,3,N,695,V
20253999,15,S,13,S,381,V
20254080,14,S,12,S,544,V
20254315,9,S,12,S,0,S
20254607,12,S,9,S,0,S
20254621,9,S,12,S,0,S
20255370,12,S,9,S,0,S
20254504,12,S,3,N,804,V
20255134,1,N,10,S,84,V
20255605,15,S,8,S,68,V
20255605,8,S,11,N,885,V
20256047,14,S,7,S,32,V
20256047,7,S,11,N,323,V
20256267,14,S,5,N,204,V
20257110,1,N,7,S,265,V
20257110,7,S,11,N,367,V
20257438,15,S,12,S,383,V
20257798,12,S,3,N,112,V
20258760,14,S,9,S,0,S
20259511,9,S,14,S,0,S
20259536,14,S,9,S,0,S
20259742,9,S,14,S,0,S
20260403,14,S,9,S,0,S
20260815,9,S,14,S,0,S
20259210,1,N,9,S,847,V
20259432,14,S,6,S,190,V
20259563,15,S,3,N,281,V
20259895,14,S,10,S,391,V
20260208,10,S,7,S,0,S
20260236,7,S,10,S,0,S
20260268,10,S,7,S,0,S
20261035,7,S,10,S,0,S
20261823,10,S,7,S,0,S
20262397,7,S,10,S,0,S
20260196,7,S,11,N,0,S
20260717,11,N,7,S,0,S
20261005,7,S,11,N,0,S
20261329,11,N,7,S,0,S
20262098,7,S,11,N,0,S
20262255,11,N,7,S,0,S
20260975,9,S,6,S,138,V
20260975,6,S,11,N,493,V
20261106,15,S,6,S,716,V
20261106,6,S,11,N,204,V
20261394,12,S,3,N,389,V
20261559,14,S,10,S,119,V
20262858,13,S,3,N,373,V
20262958,14,S,5,N,631,V
20263004,15,S,8,S,785,V
20263004,8,S,11,N,348,V
20263999,14,S,7,S,758,V
20263999,7,S,11,N,99,V
20264149,15,S,12,S,179,V
20264400,0,N,9,S,571,V
20264781,12,S,4,S,723,V
20264987,15,S,2,N,0,S
20265464,2,N,15,S,0,S
20265632,15,S,2,N,0,S
20264898,10,S,13,S,327,V
20265088,14,S,13,S,129,V
20265722,15,S,3,N,556,V
20266262,14,S,10,S,791,V
20266954,12,S,5,N,242,V
20267041,9,S,8,S,605,V
20267041,8,S,11,N,34,V
20267467,15,S,10,S,773,V
20267997,14,S,12,S,156,V
20269269,10,S,7,S,404,V
20269269,7,S,11,N,811,V
20269319,0,N,9,S,48,V
20269363,15,S,9,S,296,V
20269569,14,S,6,S,508,V
20269569,6,S,11,N,786,V
20271238,14,S,12,S,802,V
20271435,15,S,13,S,831,V
20272144,12,S,2,N,637,V
20272635,14,S,12,S,108,V
20273765,15,S,2,N,778,V
20273808,12,S,3,N,489,V
20274792,9,S,7,S,0,S
20275287,7,S,9,S,0,S
20275453,9,S,7,S,0,S
20275508,7,S,9,S,0,S
20275747,9,S,7,S,0,S
20274145,7,S,11,N,0,S
20274696,11,N,7,S,0,S
20275371,7,S,11,N,0,S
20275384,11,N,7,S,0,S
20274605,13,S,4,S,0,S
20274703,4,S,13,S,0,S
20275591,13,S,4,S,0,S
20276072,4,S,13,S,0,S
20276230,13,S,4,S,0,S
20274342,14,S,12,S,596,V
20274834,10,S,13,S,636,V
20274877,15,S,13,S,503,V
20275424,14,S,2,N,552,V
20276231,14,S,6,S,801,V
20276694,13,S,3,N,60,V
20276986,10,S,13,S,828,V
20277139,15,S,9,S,515,V
20277759,14,S,7,S,352,V
20277759,7,S,11,N,789,V
20278733,9,S,12,S,249,V
20278836,14,S,5,N,868,V
20278929,15,S,10,S,109,V
20279267,1,N,7,S,150,V
20279267,7,S,11,N,843,V
20279635,13,S,3,N,0,S
20279679,3,N,13,S,0,S
20280175,13,S,3,N,0,S
20280345,3,N,13,S,0,S
20280619,13,S,3,N,0,S
20279980,12,S,2,N,233,V
20280387,9,S,8,S,0,S
20281039,8,S,9,S,0,S
20281049,9,S,8,S,0,S
20281441,8,S,9,S,0,S
20282127,9,S,8,S,0,S
20282834,8,S,9,S,0,S
20280281,8,S,11,N,822,V
20280653,15,S,13,S,456,V
20280792,13,S,3,N,174,V
20280833,14,S,10,S,873,V
20281928,12,S,4,S,0,S
20281941,4,S,12,S,0,S
20282066,12,S,4,S,0,S
20282446,4,S,12,S,0,S
20282491,12,S,4,S,0,S
20282196,15,S,2,N,535,V
20282361,10,S,13,S,263,V
20282518,14,S,13,S,262,V
20283124,14,S,9,S,332,V
20283278,12,S,2,N,343,V
20284074,14,S,7,S,0,S
20284886,7,S,14,S,0,S
20285173,14,S,7,S,0,S
20285553,7,S,14,S,0,S
20283860,7,S,11,N,573,V
20284312,15,S,10,S,800,V
20284361,14,S,12,S,309,V
20284576,1,N,6,S,659,V
20284650,10,S,6,S,271,V
20284650,6,S,11,N,374,V
20284837,14,S,7,S,604,V
20284837,7,S,11,N,46,V
20284863,12,S,5,N,697,V
20284960,13,S,2,N,488,V
20285715,9,S,6,S,839,V
20285715,6,S,11,N,119,V
20286423,14,S,12,S,419,V
20286587,15,S,12,S,565,V
20287353,13,S,5,N,642,V
20288092,15,S,10,S,494,V
20288276,1,N,6,S,819,V
20288276,6,S,11,N,826,V
20288578,14,S,7,S,476,V
20288578,7,S,11,N,248,V
20288902,13,S,4,S,561,V
20289369,12,S,4,S,3,V
20289380,15,S,7,S,530,V
20289380,7,S,11,N,328,V
20289814,9,S,12,S,214,V
20290383,0,N,7,S,0,S
20291052,7,S,0,N,0,S
20291570,0,N,7,S,0,S
20289883,7,S,11,N,311,V
20290079,0,N,7,S,325,V
20290079,7,S,11,N,104,V
20290508,12,S,2,N,669,V
20290798,14,S,9,S,103,V
20290898,15,S,3,N,828,V
20291704,14,S,8,S,524,V
20291704,8,S,11,N,708,V
20292294,15,S,9,S,805,V
20292863,14,S,8,S,587,V
20293490,8,S,11,N,0,S
20293670,11,N,8,S,0,S
20294208,8,S,11,N,0,S
20293486,15,S,5,N,89,V
20293921,9,S,6,S,327,V
20293921,6,S,11,N,556,V
20294091,14,S,13,S,682,V
20294740,15,S,2,N,0,S
20294983,2,N,15,S,0,S
20295311,14,S,3,N,227,V
20295443,0,N,9,S,625,V
20295615,15,S,12,S,29,V
20296670,12,S,2,N,0,S
20297378,2,N,12,S,0,S
20297816,12,S,2,N,0,S
20298376,2,N,12,S,0,S
20299124,12,S,2,N,0,S
20299439,2,N,12,S,0,S
20296633,14,S,12,S,692,V
20296960,15,S,8,S,654,V
20296960,8,S,11,N,610,V
20297896,10,S,13,S,0,S
20298403,13,S,10,S,0,S
20297962,14,S,8,S,306,V
20298769,8,S,11,N,0,S
20299480,11,N,8,S,0,S
20298180,13,S,3,N,687,V
20298686,12,S,3,N,0,S
20299342,3,N,12,S,0,S
20299695,12,S,3,N,0,S
20300550,3,N,12,S,0,S
20300953,12,S,3,N,0,S
20298765,1,N,10,S,721,V
20299048,15,S,9,S,305,V
20300627,14,S,13,S,0,S
20300774,13,S,14,S,0,S
20300424,14,S,8,S,442,V
20300424,8,S,11,N,854,V
20300506,12,S,5,N,652,V
20300875,1,N,9,S,528,V
20300889,9,S,12,S,458,V
20301067,15,S,3,N,883,V
20301727,12,S,4,S,790,V
20302278,14,S,13,S,476,V
20302892,15,S,9,S,763,V
20302955,14,S,2,N,118,V
20304145,14,S,3,N,897,V
20304611,15,S,10,S,345,V
20304873,1,N,7,S,281,V
20304873,7,S,11,N,234,V
20304918,0,N,7,S,181,V
20304918,7,S,11,N,257,V
20305244,12,S,3,N,808,V
20305708,15,S,5,N,137,V
20305843,14,S,10,S,782,V
20306049,15,S,8,S,205,V
20306049,8,S,11,N,122,V
20306090,9,S,12,S,506,V
20306466,15,S,13,S,835,V
20307675,15,S,13,S,185,V
20308838,0,N,10,S,0,S
20309087,10,S,0,N,0,S
20308049,14,S,3,N,242,V
20308892,15,S,6,S,683,V
20309704,6,S,11,N,0,S
20310121,11,N,6,S,0,S
20309986,14,S,9,S,76,V
20310076,15,S,7,S,128,V
20310076,7,S,11,N,213,V
20310239,10,S,13,S,577,V
20310915,14,S,9,S,272,V
20310945,15,S,5,N,268,V
20312590,14,S,8,S,482,V
20312590,8,S,11,N,279,V
20313007,15,S,9,S,240,V
20313888,0,N,9,S,417,V
20313908,1,N,7,S,254,V
20313908,7,S,11,N,846,V
20314159,14,S,9,S,550,V
20314473,15,S,10,S,780,V
20314901,13,S,4,S,170,V
20315417,15,S,5,N,883,V
20315563,0,N,9,S,662,V
20315858,14,S,13,S,407,V
20316073,10,S,13,S,500,V
20317255,15,S,10,S,843,V
20317399,12,S,5,N,560,V
20317495,14,S,8,S,248,V
20318522,1,N,6,S,789,V
20318592,14,S,10,S,621,V
20318750,12,S,2,N,67,V
20319332,15,S,3,N,445,V
20319465,9,S,8,S,660,V
20319465,8,S,11,N,263,V
20319884,14,S,9,S,416,V
20321373,15,S,9,S,643,V
20321535,10,S,7,S,686,V
20321760,14,S,7,S,760,V
20321961,7,S,11,N,0,S
20322583,11,N,7,S,0,S
20322913,14,S,2,N,482,V
20323449,15,S,9,S,136,V
20323591,14,S,6,S,653,V
20323591,6,S,11,N,241,V
20324495,13,S,3,N,0,S
20324670,3,N,13,S,0,S
20324711,13,S,3,N,0,S
20325144,3,N,13,S,0,S
20324347,10,S,6,S,425,V
20324347,6,S,11,N,868,V
20325041,14,S,13,S,0,S
20325835,13,S,14,S,0,S
20324517,1,N,7,S,714,V
20324517,7,S,11,N,66,V
20325237,15,S,13,S,221,V
20325829,15,S,8,S,89,V
20325829,8,S,11,N,7,V
20326224,14,S,9,S,156,V
20326312,0,N,10,S,198,V
20326455,15,S,12,S,484,V
20326962,0,N,8,S,169,V
20326962,8,S,11,N,48,V
20327318,9,S,12,S,139,V
20327565,12,S,2,N,548,V
20328457,14,S,13,S,0,S
20328494,13,S,14,S,0,S
20328866,14,S,13,S,0,S
20329230,13,S,14,S,0,S
20330051,14,S,13,S,0,S
20328362,15,S,7,S,108,V
20328362,7,S,11,N,19,V
20328626,15,S,3,N,472,V
20328735,9,S,12,S,713,V
20328835,14,S,3,N,773,V
20329869,15,S,13,S,608,V
20329937,13,S,4,S,302,V
20330752,14,S,9,S,594,V
20331268,1,N,7,S,197,V
20331931,15,S,3,N,608,V
20332976,14,S,9,S,358,V
20333727,15,S,13,S,365,V
20334314,9,S,7,S,0,S
20335024,7,S,9,S,0,S
20335296,9,S,7,S,0,S
20333818,7,S,11,N,227,V
20333884,13,S,4,S,415,V
20334251,14,S,5,N,0,S
20334340,5,N,14,S,0,S
20335187,14,S,5,N,0,S
20335960,5,N,14,S,0,S
20336067,14,S,5,N,0,S
20336783,5,N,14,S,0,S
20334895,0,N,10,S,167,V
20335191,15,S,9,S,350,V
20335913,14,S,10,S,195,V
20336189,9,S,12,S,53,V
20336471,15,S,13,S,518,V
20337572,1,N,10,S,435,V
20337648,14,S,10,S,473,V
20337779,15,S,2,N,740,V
20338231,12,S,2,N,508,V
20338289,13,S,3,N,606,V
20339147,0,N,7,S,226,V
20339147,7,S,11,N,281,V
20339305,1,N,10,S,71,V
20339385,14,S,3,N,498,V
20339426,15,S,8,S,359,V
20339426,8,S,11,N,860,V
20339830,9,S,12,S,340,V
20339951,0,N,7,S,139,V
20339951,7,S,11,N,689,V
20340025,13,S,2,N,25,V
20340987,15,S,2,N,0,S
20341713,2,N,15,S,0,S
20342310,15,S,2,N,0,S
20342988,2,N,15,S,0,S
20343802,15,S,2,N,0,S
20340817,10,S,7,S,812,V
20340817,7,S,11,N,316,V
20341297,14,S,3,N,659,V
20341662,15,S,2,N,728,V
20342268,14,S,10,S,306,V
20343260,12,S,2,N,0,S
20343983,2,N,12,S,0,S
20344152,12,S,2,N,0,S
20342573,15,S,10,S,31,V
20342716,14,S,12,S,121,V
20343306,15,S,12,S,360,V
20343861,14,S,12,S,364,V
20344087,12,S,3,N,645,V
20344210,1,N,10,S,775,V
20344906,15,S,13,S,863,V
20346113,13,S,2,N,0,S
20346496,2,N,13,S,0,S
20346913,13,S,2,N,0,S
20347699,2,N,13,S,0,S
20348043,13,S,2,N,0,S
20345600,14,S,10,S,201,V
20345932,15,S,13,S,703,V
20346369,14,S,8,S,521,V
20346369,8,S,11,N,152,V
20347655,12,S,4,S,0,S
20347847,4,S,12,S,0,S
20347900,12,S,4,S,0,S
20348749,4,S,12,S,0,S
20348778,12,S,4,S,0,S
20349669,4,S,12,S,0,S
20347292,9,S,8,S,238,V
20347973,8,S,11,N,0,S
20348519,11,N,8,S,0,S
20348596,8,S,11,N,0,S
20349216,11,N,8,S,0,S
20349519,8,S,11,N,0,S
20350393,11,N,8,S,0,S
20347832,14,S,10,S,697,V
20347917,0,N,7,S,27,V
20348251,7,S,11,N,0,S
20348780,11,N,7,S,0,S
20349602,7,S,11,N,0,S
20348163,15,S,10,S,471,V
20348326,10,S,8,S,18,V
20348326,8,S,11,N,553,V
20349300,14,S,2,N,465,V
20349610,15,S,7,S,759,V
20349610,7,S,11,N,552,V
20351006,1,N,7,S,566,V
20351006,7,S,11,N,291,V
20351216,13,S,2,N,702,V
20351378,14,S,9,S,802,V
20351825,15,S,8,S,0,S
20352675,8,S,15,S,0,S
20353231,15,S,8,S,0,S
20354071,8,S,15,S,0,S
20354850,15,S,8,S,0,S
20351768,8,S,11,N,458,V
20352021,1,N,10,S,745,V
20352416,14,S,2,N,542,V
20352559,15,S,10,S,245,V
20353292,12,S,4,S,672,V
20353544,15,S,7,S,170,V
20353544,7,S,11,N,807,V
20353695,14,S,7,S,235,V
20353695,7,S,11,N,583,V
20354058,10,S,13,S,223,V
20354230,9,S,12,S,227,V
20354299,15,S,13,S,548,V
20354539,14,S,2,N,643,V
20354733,0,N,9,S,26,V
20355496,15,S,10,S,388,V
20356305,14,S,10,S,0,S
20356777,10,S,14,S,0,S
20355690,9,S,6,S,21,V
20355690,6,S,11,N,676,V
20356209,14,S,5,N,0,S
20357063,5,N,14,S,0,S
20357069,14,S,5,N,0,S
20357788,5,N,14,S,0,S
20357987,14,S,5,N,0,S
20358604,5,N,14,S,0,S
20356518,14,S,3,N,596,V
20356782,1,N,10,S,863,V
20356912,9,S,7,S,292,V
20356912,7,S,11,N,80,V
20357477,15,S,2,N,0,S
20357854,2,N,15,S,0,S
20358538,15,S,2,N,0,S
20358902,2,N,15,S,0,S
20359350,15,S,2,N,0,S
20359585,2,N,15,S,0,S
20357662,15,S,12,S,169,V
20359014,14,S,5,N,0,S
20359079,5,N,14,S,0,S
20358968,15,S,3,N,424,V
20359423,14,S,10,S,509,V
20360195,10,S,13,S,403,V
20360424,15,S,13,S,661,V
20361246,14,S,2,N,504,V
20361554,13,S,2,N,211,V
20362257,15,S,2,N,62,V
20362501,12,S,4,S,388,V
20363249,9,S,6,S,400,V
20364087,6,S,11,N,0,S
20364168,11,N,6,S,0,S
20363422,14,S,12,S,191,V
20364095,15,S,12,S,348,V
20364272,13,S,3,N,363,V
20364472,14,S,3,N,108,V
20364743,1,N,7,S,625,V
20364743,7,S,11,N,866,V
20365222,14,S,2,N,180,V
20365941,15,S,6,S,0,S
20365947,6,S,15,S,0,S
20366659,15,S,6,S,0,S
20367196,6,S,15,S,0,S
20367455,15,S,6,S,0,S
20367515,6,S,15,S,0,S
20365359,13,S,5,N,239,V
20365559,15,S,13,S,754,V
20365720,14,S,3,N,752,V
20365917,0,N,10,S,895,V
20366124,12,S,4,S,464,V
20367126,13,S,2,N,459,V
20367618,15,S,3,N,533,V
20367840,14,S,3,N,28,V
20368587,1,N,10,S,0,S
20369107,10,S,1,N,0,S
20369366,1,N,10,S,0,S
20369670,10,S,1,N,0,S
20370511,1,N,10,S,0,S
20371065,10,S,1,N,0,S
20368572,12,S,2,N,61,V
20369607,1,N,9,S,0,S
20370134,9,S,1,N,0,S
20370142,1,N,9,S,0,S
20370314,9,S,1,N,0,S
20368730,15,S,9,S,148,V
20369038,13,S,4,S,313,V
20369200,14,S,8,S,131,V
20369200,8,S,11,N,373,V
20369477,14,S,5,N,107,V
20369892,12,S,3,N,0,S
20370742,3,N,12,S,0,S
20371260,12,S,3,N,0,S
20372084,3,N,12,S,0,S
20372886,12,S,3,N,0,S
20369609,13,S,5,N,621,V
20370216,15,S,3,N,217,V
20370540,14,S,3,N,574,V
20370557,1,N,10,S,158,V
20370980,12,S,2,N,516,V
20371724,15,S,2,N,890,V
20371906,10,S,13,S,884,V
20372030,14,S,6,S,463,V
20372849,15,S,10,S,734,V
20373692,14,S,10,S,684,V
20374361,0,N,8,S,458,V
20374361,8,S,11,N,672,V
20374941,14,S,9,S,735,V
20375196,15,S,13,S,151,V
20375663,1,N,7,S,455,V
20375663,7,S,11,N,613,V
20376814,14,S,2,N,517,V
20376822,15,S,2,N,77,V
20376885,10,S,13,S,621,V
20377092,15,S,13,S,609,V
20377521,14,S,9,S,286,V
20378083,0,N,7,S,744,V
20379273,12,S,4,S,0,S
20379832,4,S,12,S,0,S
20380473,12,S,4,S,0,S
20381085,4,S,12,S,0,S
20381823,12,S,4,S,0,S
20382370,4,S,12,S,0,S
20378700,15,S,9,S,155,V
20379050,15,S,10,S,867,V
20379347,14,S,2,N,37,V
20380002,14,S,12,S,386,V
20380167,15,S,10,S,101,V
20381551,10,S,13,S,476,V
20381726,14,S,5,N,192,V
20381980,15,S,6,S,870,V
20382584,1,N,10,S,54,V
20382587,14,S,9,S,303,V
20383739,15,S,9,S,885,V
20384025,1,N,10,S,140,V
20384139,12,S,3,N,125,V
20384438,14,S,5,N,416,V
20384470,0,N,8,S,739,V
20384795,8,S,11,N,0,S
20385035,11,N,8,S,0,S
20385078,12,S,2,N,422,V
20385191,14,S,6,S,152,V
20385609,15,S,7,S,372,V
20385609,7,S,11,N,380,V
20386501,12,S,3,N,559,V
20386570,14,S,10,S,452,V
20386593,15,S,8,S,524,V
20386593,8,S,11,N,575,V
20387102,0,N,9,S,124,V
20387825,15,S,9,S,408,V
20387831,14,S,3,N,570,V
20387956,9,S,7,S,868,V
20387956,7,S,11,N,150,V
20388422,1,N,9,S,551,V
20389005,13,S,3,N,167,V
20389141,15,S,8,S,435,V
20389944,14,S,3,N,393,V
20390727,12,S,3,N,233,V
20390806,15,S,7,S,534,V
20390934,7,S,11,N,0,S
20391402,11,N,7,S,0,S
20391460,7,S,11,N,0,S
20392083,11,N,7,S,0,S
20392730,7,S,11,N,0,S
20392937,11,N,7,S,0,S
20391812,14,S,2,N,0,S
20392293,2,N,14,S,0,S
20391700,12,S,4,S,835,V
20392329,15,S,2,N,726,V
20392473,13,S,5,N,298,V
20392980,14,S,12,S,533,V
20393150,10,S,13,S,537,V
20393370,13,S,5,N,694,V
20393702,15,S,5,N,144,V
20393809,14,S,10,S,136,V
20394125,14,S,6,S,556,V
20394125,6,S,11,N,766,V
20395005,15,S,2,N,633,V
20395144,10,S,13,S,492,V
20395835,15,S,13,S,773,V
20396042,14,S,13,S,822,V
20397179,15,S,7,S,36,V
20397403,14,S,12,S,804,V
20397546,13,S,4,S,746,V
20398384,14,S,3,N,300,V
20398514,15,S,6,S,542,V
20398514,6,S,11,N,659,V
20399606,10,S,8,S,350,V
20399606,8,S,11,N,664,V
20399641,13,S,4,S,882,V
20400157,14,S,10,S,896,V
20400257,15,S,13,S,484,V
20400530,12,S,5,N,165,V
20401190,15,S,13,S,0,S
20401696,13,S,15,S,0,S
20401738,15,S,13,S,0,S
20402247,13,S,15,S,0,S
20401063,9,S,6,S,741,V
20401063,6,S,11,N,640,V
20402179,14,S,9,S,432,V
20402269,15,S,9,S,777,V
20404119,12,S,3,N,0,S
20404914,3,N,12,S,0,S
20405583,12,S,3,N,0,S
20406192,3,N,12,S,0,S
20403658,14,S,7,S,572,V
20403658,7,S,11,N,207,V
20404200,10,S,13,S,397,V
20404500,15,S,10,S,26,V
20405638,13,S,2,N,231,V
20405639,14,S,10,S,879,V
20406121,15,S,10,S,449,V
20407046,0,N,8,S,335,V
20407131,14,S,12,S,92,V
20407281,1,N,10,S,73,V
20408284,15,S,12,S,123,V
20408297,14,S,7,S,702,V
20408297,7,S,11,N,183,V
20408740,9,S,6,S,376,V
20409290,6,S,11,N,0,S
20409651,11,N,6,S,0,S
20410200,6,S,11,N,0,S
20410652,11,N,6,S,0,S
20411366,6,S,11,N,0,S
20411433,11,N,6,S,0,S
20409495,0,N,8,S,0,S
20410209,8,S,0,N,0,S
20410747,0,N,8,S,0,S
20409225,8,S,11,N,471,V
20409330,12,S,2,N,458,V
20409928,15,S,2,N,153,V
20410305,14,S,8,S,478,V
20410305,8,S,11,N,82,V
20410561,1,N,9,S,248,V
20410747,15,S,9,S,873,V
20411077,12,S,4,S,0,S
20411197,4,S,12,S,0,S
20411908,12,S,4,S,0,S
20412701,4,S,12,S,0,S
20413211,12,S,4,S,0,S
20413745,4,S,12,S,0,S
20411039,14,S,10,S,896,V
20411680,10,S,6,S,13,V
20411796,0,N,10,S,846,V
20411815,15,S,12,S,677,V
20412121,12,S,3,N,430,V
20413237,14,S,12,S,96,V
20414033,14,S,13,S,671,V
20414190,15,S,10,S,90,V
20414350,10,S,6,S,439,V
20414350,6,S,11,N,225,V
20414430,13,S,4,S,486,V
20414826,12,S,4,S,305,V
20415146,14,S,10,S,168,V
20415851,15,S,3,N,71,V
20415937,14,S,10,S,253,V
20416734,0,N,10,S,800,V
20417416,10,S,8,S,0,S
20418139,8,S,10,S,0,S
20416906,8,S,11,N,373,V
20417117,15,S,10,S,844,V
20417197,14,S,5,N,460,V
20418692,12,S,2,N,211,V
20418982,15,S,5,N,657,V
20419128,14,S,12,S,332,V
20419200,1,N,9,S,394,V
20419916,14,S,2,N,26,V
20420567,12,S,3,N,0,S
20420606,3,N,12,S,0,S
20421217,12,S,3,N,0,S
20421977,3,N,12,S,0,S
20422783,12,S,3,N,0,S
20420561,15,S,7,S,661,V
20420561,7,S,11,N,578,V
20420724,14,S,13,S,352,V
20421462,15,S,8,S,103,V
20421462,8,S,11,N,388,V
20421721,14,S,6,S,132,V
20421721,6,S,11,N,802,V
20422876,15,S,9,S,236,V
20423415,1,N,9,S,860,V
20423504,14,S,13,S,184,V
20423610,10,S,13,S,673,V
20424231,13,S,5,N,0,S
20424950,5,N,13,S,0,S
20425436,13,S,5,N,0,S
20424285,0,N,9,S,148,V
20424568,15,S,5,N,814,V
20424837,14,S,7,S,12,V
20424837,7,S,11,N,705,V
20425502,15,S,9,S,729,V
20425515,13,S,5,N,755,V
20425751,14,S,5,N,823,V
20426128,10,S,13,S,576,V
20426478,9,S,12,S,873,V
20426492,15,S,10,S,553,V
20427061,0,N,10,S,332,V
20427715,15,S,9,S,662,V
20428068,14,S,9,S,801,V
20428584,15,S,10,S,565,V
20429127,14,S,3,N,370,V
20429202,9,S,12,S,233,V
20429301,13,S,5,N,82,V
20429565,10,S,6,S,451,V
20430145,15,S,10,S,0,S
20430561,10,S,15,S,0,S
20430619,15,S,10,S,0,S
20430505,13,S,4,S,668,V
20431059,12,S,5,N,361,V
20431141,14,S,2,N,823,V
20431295,15,S,2,N,898,V
20432063,1,N,6,S,0,S
20432586,6,S,1,N,0,S
20431791,6,S,11,N,148,V
20431999,9,S,12,S,487,V
20432245,0,N,9,S,697,V
20432994,13,S,3,N,181,V
20433058,14,S,6,S,425,V
20433058,6,S,11,N,180,V
20433860,15,S,13,S,817,V
20434694,14,S,3,N,72,V
20434815,15,S,7,S,115,V
20434815,7,S,11,N,654,V
20435297,12,S,4,S,120,V
20435502,9,S,8,S,894,V
20435502,8,S,11,N,817,V
20436532,14,S,13,S,0,S
20436733,13,S,14,S,0,S
20436895,14,S,13,S,0,S
20437185,13,S,14,S,0,S
20437930,14,S,13,S,0,S
20436044,15,S,5,N,294,V
20436493,14,S,6,S,372,V
20436859,6,S,11,N,0,S
20437081,11,N,6,S,0,S
20437788,6,S,11,N,0,S
20438521,11,N,6,S,0,S
20438781,6,S,11,N,0,S
20438892,11,N,6,S,0,S
20437288,14,S,9,S,824,V
20437376,10,S,7,S,690,V
20437376,7,S,11,N,140,V
20437706,13,S,3,N,812,V
20437763,15,S,12,S,700,V
20438408,12,S,3,N,414,V
20439794,14,S,3,N,0,S
20439883,3,N,14,S,0,S
20440176,14,S,3,N,0,S
20440376,3,N,14,S,0,S
20441102,14,S,3,N,0,S
20439248,0,N,7,S,473,V
20439248,7,S,11,N,378,V
20439663,14,S,3,N,190,V
20439945,1,N,6,S,5,V
20440195,15,S,12,S,95,V
20440452,9,S,12,S,696,V
20440959,1,N,7,S,597,V
20440959,7,S,11,N,86,V
20440998,15,S,3,N,358,V
20441599,14,S,12,S,872,V
20442267,12,S,5,N,248,V
20442276,15,S,3,N,468,V
20443703,14,S,9,S,0,S
20444237,9,S,14,S,0,S
20444733,14,S,9,S,0,S
20445503,9,S,14,S,0,S
20446083,14,S,9,S,0,S
20443299,14,S,13,S,635,V
20443879,12,S,2,N,0,S
20443950,2,N,12,S,0,S
20444719,12,S,2,N,0,S
20444786,2,N,12,S,0,S
20444185,10,S,8,S,0,S
20444411,8,S,10,S,0,S
20444532,10,S,8,S,0,S
20444932,8,S,10,S,0,S
20445753,10,S,8,S,0,S
20446281,8,S,10,S,0,S
20443742,8,S,11,N,616,V
20443955,15,S,9,S,113,V
20445034,14,S,6,S,551,V
20445053,15,S,7,S,821,V
20445053,7,S,11,N,69,V
20445720,14,S,12,S,566,V
20445938,10,S,6,S,736,V
20445938,6,S,11,N,729,V
20446109,0,N,10,S,322,V
20446658,14,S,8,S,875,V
20446658,8,S,11,N,758,V
20447487,0,N,9,S,0,S
20447587,9,S,0,N,0,S
20446872,15,S,5,N,288,V
20446955,11,N,6,S,134,V
20446955,6,S,11,N,98,V
20447886,13,S,4,S,879,V
20447923,9,S,12,S,802,V
20447933,14,S,5,N,572,V
20448500,15,S,12,S,216,V
20449101,15,S,9,S,0,S
20449381,9,S,15,S,0,S
20449740,15,S,9,S,0,S
20450602,9,S,15,S,0,S
20451449,15,S,9,S,0,S
20451469,9,S,15,S,0,S
20449094,14,S,9,S,708,V
20450178,13,S,5,N,471,V
20450524,15,S,10,S,310,V
20451156,0,N,7,S,569,V
20451156,7,S,11,N,771,V
20451277,14,S,2,N,762,V
20451627,12,S,2,N,129,V
20451812,1,N,9,S,731,V
20452002,15,S,6,S,804,V
20453696,14,S,12,S,660,V
20454010,15,S,5,N,0,S
20454882,5,N,15,S,0,S
20455348,15,S,5,N,0,S
20455617,5,N,15,S,0,S
20454066,15,S,2,N,518,V
20454599,1,N,6,S,13,V
20454846,14,S,3,N,108,V
20456075,15,S,9,S,0,S
20456663,9,S,15,S,0,S
20455634,10,S,8,S,582,V
20455634,8,S,11,N,884,V
20455679,14,S,2,N,833,V
20456565,15,S,2,N,700,V
20457592,9,S,7,S,428,V
20457592,7,S,11,N,686,V
20457904,0,N,9,S,749,V
20458178,14,S,10,S,677,V
20458232,15,S,13,S,197,V
20459154,15,S,8,S,690,V
20459154,8,S,11,N,525,V
20459202,0,N,8,S,642,V
